seriesId,matchId,bowlerIds,bowlerLongNames,overNumber,overRuns,overWickets,isComplete,totalBalls,totalRuns,totalWickets,overRunRate,requiredRunRate,requiredRuns,remainingBalls,predictions,balls,events
1410370,1410479,51498,Mohammad Amir,1,2,0,True,6,2,0,2.0,0.0,0,114,,"[{'_uid': 46315830, 'id': 46315830, 'inningNumber': 1, 'ballsActual': None, 'ballsUnique': None, 'oversUnique': 0.01, 'oversActual': 0.1, 'overNumber': 1, 'ballNumber': 1, 'totalRuns': 1, 'batsmanRuns': 1, 'isFour': False, 'isSix': False, 'isWicket': False, 'dismissalType': None, 'byes': 0, 'legbyes': 0, 'wides': 0, 'noballs': 0, 'penalties': 0, 'wagonX': 268, 'wagonY': 142, 'wagonZone': 2, 'pitchLine': None, 'pitchLength': None, 'shotType': 'CUT_SHOT_ON_BACK_FOOT', 'shotControl': 1, 'timestamp': None, 'modified': '2024-07-14T13:30:38.000Z', 'batsmanPlayerId': 46597, 'bowlerPlayerId': 51498, 'outPlayerId': None, 'totalInningRuns': 1, 'totalInningWickets': 0, 'predictions': None, 'batsmanStatText': {'statInfo': '1* (1b)', 'short': 'MM Ali 1* (1b)', 'long': 'Moeen Ali 1* (1b)'}, 'bowlerStatText': {'short': 'Mohammad Amir 0.1-0-1-0', 'long': 'Mohammad Amir 0.1-0-1-0'}}, {'_uid': 46315836, 'id': 46315836, 'inningNumber': 1, 'ballsActual': None, 'ballsUnique': None, 'oversUnique': 0.02, 'oversActual': 0.2, 'overNumber': 1, 'ballNumber': 2, 'totalRuns': 1, 'batsmanRuns': 0, 'isFour': False, 'isSix': False, 'isWicket': False, 'dismissalType': None, 'byes': 0, 'legbyes': 1, 'wides': 0, 'noballs': 0, 'penalties': 0, 'wagonX': 236, 'wagonY': 117, 'wagonZone': 2, 'pitchLine': None, 'pitchLength': None, 'shotType': 'VERTICAL_FORWARD_ATTACK', 'shotControl': 1, 'timestamp': None, 'modified': '2024-07-14T13:30:47.000Z', 'batsmanPlayerId': 65368, 'bowlerPlayerId': 51498, 'outPlayerId': None, 'totalInningRuns': 2, 'totalInningWickets': 0, 'predictions': None, 'batsmanStatText': {'statInfo': '0* (1b)', 'short': 'AL Davies 0* (1b)', 'long': 'Alex Davies 0* (1b)'}, 'bowlerStatText': {'short': 'Mohammad Amir 0.2-0-1-0', 'long': 'Mohammad Amir 0.2-0-1-0'}}, {'_uid': 46315841, 'id': 46315841, 'inningNumber': 1, 'ballsActual': None, 'ballsUnique': None, 'oversUnique': 0.03, 'oversActual': 0.3, 'overNumber': 1, 'ballNumber': 3, 'totalRuns': 0, 'batsmanRuns': 0, 'isFour': False, 'isSix': False, 'isWicket': False, 'dismissalType': None, 'byes': 0, 'legbyes': 0, 'wides': 0, 'noballs': 0, 'penalties': 0, 'wagonX': 160, 'wagonY': 246, 'wagonZone': 5, 'pitchLine': None, 'pitchLength': None, 'shotType': 'PUSH_SHOT', 'shotControl': 1, 'timestamp': None, 'modified': '2024-07-14T13:31:11.000Z', 'batsmanPlayerId': 46597, 'bowlerPlayerId': 51498, 'outPlayerId': None, 'totalInningRuns': 2, 'totalInningWickets': 0, 'predictions': None, 'batsmanStatText': {'statInfo': '1* (2b)', 'short': 'MM Ali 1* (2b)', 'long': 'Moeen Ali 1* (2b)'}, 'bowlerStatText': {'short': 'Mohammad Amir 0.3-0-1-0', 'long': 'Mohammad Amir 0.3-0-1-0'}}, {'_uid': 46315848, 'id': 46315848, 'inningNumber': 1, 'ballsActual': None, 'ballsUnique': None, 'oversUnique': 0.04, 'oversActual': 0.4, 'overNumber': 1, 'ballNumber': 4, 'totalRuns': 0, 'batsmanRuns': 0, 'isFour': False, 'isSix': False, 'isWicket': False, 'dismissalType': None, 'byes': 0, 'legbyes': 0, 'wides': 0, 'noballs': 0, 'penalties': 0, 'wagonX': 180, 'wagonY': 125, 'wagonZone': 8, 'pitchLine': None, 'pitchLength': None, 'shotType': 'VERTICAL_FORWARD_ATTACK', 'shotControl': 1, 'timestamp': None, 'modified': '2024-07-14T13:31:43.000Z', 'batsmanPlayerId': 46597, 'bowlerPlayerId': 51498, 'outPlayerId': None, 'totalInningRuns': 2, 'totalInningWickets': 0, 'predictions': None, 'batsmanStatText': {'statInfo': '1* (3b)', 'short': 'MM Ali 1* (3b)', 'long': 'Moeen Ali 1* (3b)'}, 'bowlerStatText': {'short': 'Mohammad Amir 0.4-0-1-0', 'long': 'Mohammad Amir 0.4-0-1-0'}}, {'_uid': 46315858, 'id': 46315858, 'inningNumber': 1, 'ballsActual': None, 'ballsUnique': None, 'oversUnique': 0.05, 'oversActual': 0.5, 'overNumber': 1, 'ballNumber': 5, 'totalRuns': 0, 'batsmanRuns': 0, 'isFour': False, 'isSix': False, 'isWicket': False, 'dismissalType': None, 'byes': 0, 'legbyes': 0, 'wides': 0, 'noballs': 0, 'penalties': 0, 'wagonX': 258, 'wagonY': 197, 'wagonZone': 3, 'pitchLine': None, 'pitchLength': None, 'shotType': 'PUSH_SHOT', 'shotControl': 1, 'timestamp': None, 'modified': '2024-07-14T13:32:35.000Z', 'batsmanPlayerId': 46597, 'bowlerPlayerId': 51498, 'outPlayerId': None, 'totalInningRuns': 2, 'totalInningWickets': 0, 'predictions': None, 'batsmanStatText': {'statInfo': '1* (4b)', 'short': 'MM Ali 1* (4b)', 'long': 'Moeen Ali 1* (4b)'}, 'bowlerStatText': {'short': 'Mohammad Amir 0.5-0-1-0', 'long': 'Mohammad Amir 0.5-0-1-0'}}, {'_uid': 46315866, 'id': 46315866, 'inningNumber': 1, 'ballsActual': None, 'ballsUnique': None, 'oversUnique': 0.06, 'oversActual': 0.6, 'overNumber': 1, 'ballNumber': 6, 'totalRuns': 0, 'batsmanRuns': 0, 'isFour': False, 'isSix': False, 'isWicket': False, 'dismissalType': None, 'byes': 0, 'legbyes': 0, 'wides': 0, 'noballs': 0, 'penalties': 0, 'wagonX': 262, 'wagonY': 157, 'wagonZone': 2, 'pitchLine': None, 'pitchLength': None, 'shotType': 'CUT_SHOT_ON_BACK_FOOT', 'shotControl': 1, 'timestamp': None, 'modified': '2024-07-14T13:34:11.000Z', 'batsmanPlayerId': 46597, 'bowlerPlayerId': 51498, 'outPlayerId': None, 'totalInningRuns': 2, 'totalInningWickets': 0, 'predictions': None, 'batsmanStatText': {'statInfo': '1* (5b)', 'short': 'MM Ali 1* (5b)', 'long': 'Moeen Ali 1* (5b)'}, 'bowlerStatText': {'short': 'Mohammad Amir 1-0-1-0', 'long': 'Mohammad Amir 1-0-1-0'}}]",[]
1410370,1410479,71425,Alex Thomson,2,2,0,True,12,4,0,2.0,0.0,0,108,,[],[]
1410370,1410479,81537,Zak Chappell,3,10,0,True,18,14,0,4.66,0.0,0,102,,[],[]
1410370,1410479,83427,Pat Brown,4,7,0,True,24,21,0,5.25,0.0,0,96,,[],[]
1410370,1410479,51498,Mohammad Amir,5,10,1,True,30,31,1,6.2,0.0,0,90,,[],[]
1410370,1410479,81537,Zak Chappell,6,10,0,True,36,41,1,6.83,0.0,0,84,,[],[]
1410370,1410479,71425,Alex Thomson,7,8,0,True,42,49,1,7.0,0.0,0,78,,[],[]
1410370,1410479,34736,Samit Patel,8,14,0,True,48,63,1,7.87,0.0,0,72,,[],[]
1410370,1410479,71425,Alex Thomson,9,22,0,True,54,85,1,9.44,0.0,0,66,,[],[]
1410370,1410479,83427,Pat Brown,10,3,1,True,60,88,2,8.8,0.0,0,60,,[],[]
1410370,1410479,71425,Alex Thomson,11,6,0,True,66,94,2,8.54,0.0,0,54,,[],[]
1410370,1410479,34736,Samit Patel,12,7,0,True,72,101,2,8.41,0.0,0,48,,[],[]
1410370,1410479,81537,Zak Chappell,13,5,0,True,78,106,2,8.15,0.0,0,42,,[],[]
1410370,1410479,34736,Samit Patel,14,10,0,True,84,116,2,8.28,0.0,0,36,,[],[]
1410370,1410479,51498,Mohammad Amir,15,16,0,True,90,132,2,8.8,0.0,0,30,,[],[]
1410370,1410479,83427,Pat Brown,16,10,0,True,96,142,2,8.87,0.0,0,24,,[],[]
1410370,1410479,81537,Zak Chappell,17,19,0,True,102,161,2,9.47,0.0,0,18,,[],[]
1410370,1410479,34736,Samit Patel,18,10,0,True,108,171,2,9.5,0.0,0,12,,[],[]
1410370,1410479,51498,Mohammad Amir,19,12,0,True,114,183,2,9.63,0.0,0,6,,[],[]
1410370,1410479,83427,Pat Brown,20,15,0,True,120,198,2,9.9,0.0,0,0,,[],[]
1410370,1410479,71379,George Garton,1,3,0,True,6,3,0,3.0,10.31,196,114,,"[{'_uid': 46317233, 'id': 46317233, 'inningNumber': 2, 'ballsActual': None, 'ballsUnique': None, 'oversUnique': 0.01, 'oversActual': 0.1, 'overNumber': 1, 'ballNumber': 1, 'totalRuns': 0, 'batsmanRuns': 0, 'isFour': False, 'isSix': False, 'isWicket': False, 'dismissalType': None, 'byes': 0, 'legbyes': 0, 'wides': 0, 'noballs': 0, 'penalties': 0, 'wagonX': 170, 'wagonY': 223, 'wagonZone': 5, 'pitchLine': None, 'pitchLength': None, 'shotType': 'FORWARD_DEFENCE', 'shotControl': 1, 'timestamp': None, 'modified': '2024-07-14T15:00:24.000Z', 'batsmanPlayerId': 56774, 'bowlerPlayerId': 71379, 'outPlayerId': None, 'totalInningRuns': 0, 'totalInningWickets': 0, 'predictions': None, 'batsmanStatText': {'statInfo': '0* (1b)', 'short': 'LM Reece 0* (1b)', 'long': 'Luis Reece 0* (1b)'}, 'bowlerStatText': {'short': 'GHS Garton 0.1-0-0-0', 'long': 'George Garton 0.1-0-0-0'}}, {'_uid': 46317238, 'id': 46317238, 'inningNumber': 2, 'ballsActual': None, 'ballsUnique': None, 'oversUnique': 0.02, 'oversActual': 0.2, 'overNumber': 1, 'ballNumber': 2, 'totalRuns': 1, 'batsmanRuns': 0, 'isFour': False, 'isSix': False, 'isWicket': False, 'dismissalType': None, 'byes': 0, 'legbyes': 0, 'wides': 1, 'noballs': 0, 'penalties': 0, 'wagonX': 180, 'wagonY': 125, 'wagonZone': 8, 'pitchLine': None, 'pitchLength': None, 'shotType': 'CUT_SHOT_ON_BACK_FOOT', 'shotControl': 1, 'timestamp': None, 'modified': '2024-07-14T15:01:26.000Z', 'batsmanPlayerId': 56774, 'bowlerPlayerId': 71379, 'outPlayerId': None, 'totalInningRuns': 1, 'totalInningWickets': 0, 'predictions': None, 'batsmanStatText': {'statInfo': '0* (1b)', 'short': 'LM Reece 0* (1b)', 'long': 'Luis Reece 0* (1b)'}, 'bowlerStatText': {'short': 'GHS Garton 0.1-0-1-0', 'long': 'George Garton 0.1-0-1-0'}}, {'_uid': 46317240, 'id': 46317240, 'inningNumber': 2, 'ballsActual': None, 'ballsUnique': None, 'oversUnique': 0.03, 'oversActual': 0.2, 'overNumber': 1, 'ballNumber': 3, 'totalRuns': 0, 'batsmanRuns': 0, 'isFour': False, 'isSix': False, 'isWicket': False, 'dismissalType': None, 'byes': 0, 'legbyes': 0, 'wides': 0, 'noballs': 0, 'penalties': 0, 'wagonX': 180, 'wagonY': 125, 'wagonZone': 8, 'pitchLine': None, 'pitchLength': None, 'shotType': 'PUSH_SHOT', 'shotControl': 1, 'timestamp': None, 'modified': '2024-07-14T15:01:26.000Z', 'batsmanPlayerId': 56774, 'bowlerPlayerId': 71379, 'outPlayerId': None, 'totalInningRuns': 1, 'totalInningWickets': 0, 'predictions': None, 'batsmanStatText': {'statInfo': '0* (2b)', 'short': 'LM Reece 0* (2b)', 'long': 'Luis Reece 0* (2b)'}, 'bowlerStatText': {'short': 'GHS Garton 0.2-0-1-0', 'long': 'George Garton 0.2-0-1-0'}}, {'_uid': 46317245, 'id': 46317245, 'inningNumber': 2, 'ballsActual': None, 'ballsUnique': None, 'oversUnique': 0.04, 'oversActual': 0.3, 'overNumber': 1, 'ballNumber': 4, 'totalRuns': 0, 'batsmanRuns': 0, 'isFour': False, 'isSix': False, 'isWicket': False, 'dismissalType': None, 'byes': 0, 'legbyes': 0, 'wides': 0, 'noballs': 0, 'penalties': 0, 'wagonX': 257, 'wagonY': 192, 'wagonZone': 3, 'pitchLine': None, 'pitchLength': None, 'shotType': 'PUSH_SHOT', 'shotControl': 1, 'timestamp': None, 'modified': '2024-07-14T15:01:58.000Z', 'batsmanPlayerId': 56774, 'bowlerPlayerId': 71379, 'outPlayerId': None, 'totalInningRuns': 1, 'totalInningWickets': 0, 'predictions': None, 'batsmanStatText': {'statInfo': '0* (3b)', 'short': 'LM Reece 0* (3b)', 'long': 'Luis Reece 0* (3b)'}, 'bowlerStatText': {'short': 'GHS Garton 0.3-0-1-0', 'long': 'George Garton 0.3-0-1-0'}}, {'_uid': 46317249, 'id': 46317249, 'inningNumber': 2, 'ballsActual': None, 'ballsUnique': None, 'oversUnique': 0.05, 'oversActual': 0.4, 'overNumber': 1, 'ballNumber': 5, 'totalRuns': 1, 'batsmanRuns': 0, 'isFour': False, 'isSix': False, 'isWicket': False, 'dismissalType': None, 'byes': 0, 'legbyes': 0, 'wides': 1, 'noballs': 0, 'penalties': 0, 'wagonX': 180, 'wagonY': 125, 'wagonZone': 8, 'pitchLine': None, 'pitchLength': None, 'shotType': 'LEG_GLANCE', 'shotControl': 1, 'timestamp': None, 'modified': '2024-07-14T15:03:03.000Z', 'batsmanPlayerId': 56774, 'bowlerPlayerId': 71379, 'outPlayerId': None, 'totalInningRuns': 2, 'totalInningWickets': 0, 'predictions': None, 'batsmanStatText': {'statInfo': '0* (3b)', 'short': 'LM Reece 0* (3b)', 'long': 'Luis Reece 0* (3b)'}, 'bowlerStatText': {'short': 'GHS Garton 0.3-0-2-0', 'long': 'George Garton 0.3-0-2-0'}}, {'_uid': 46317256, 'id': 46317256, 'inningNumber': 2, 'ballsActual': None, 'ballsUnique': None, 'oversUnique': 0.06, 'oversActual': 0.4, 'overNumber': 1, 'ballNumber': 6, 'totalRuns': 0, 'batsmanRuns': 0, 'isFour': False, 'isSix': False, 'isWicket': False, 'dismissalType': None, 'byes': 0, 'legbyes': 0, 'wides': 0, 'noballs': 0, 'penalties': 0, 'wagonX': 179, 'wagonY': 206, 'wagonZone': 5, 'pitchLine': None, 'pitchLength': None, 'shotType': 'PUSH_SHOT', 'shotControl': 1, 'timestamp': None, 'modified': '2024-07-14T15:03:03.000Z', 'batsmanPlayerId': 56774, 'bowlerPlayerId': 71379, 'outPlayerId': None, 'totalInningRuns': 2, 'totalInningWickets': 0, 'predictions': None, 'batsmanStatText': {'statInfo': '0* (4b)', 'short': 'LM Reece 0* (4b)', 'long': 'Luis Reece 0* (4b)'}, 'bowlerStatText': {'short': 'GHS Garton 0.4-0-2-0', 'long': 'George Garton 0.4-0-2-0'}}, {'_uid': 46317264, 'id': 46317264, 'inningNumber': 2, 'ballsActual': None, 'ballsUnique': None, 'oversUnique': 0.07, 'oversActual': 0.5, 'overNumber': 1, 'ballNumber': 7, 'totalRuns': 0, 'batsmanRuns': 0, 'isFour': False, 'isSix': False, 'isWicket': False, 'dismissalType': None, 'byes': 0, 'legbyes': 0, 'wides': 0, 'noballs': 0, 'penalties': 0, 'wagonX': 180, 'wagonY': 125, 'wagonZone': 8, 'pitchLine': None, 'pitchLength': None, 'shotType': None, 'shotControl': 1, 'timestamp': None, 'modified': '2024-07-14T15:04:28.000Z', 'batsmanPlayerId': 56774, 'bowlerPlayerId': 71379, 'outPlayerId': None, 'totalInningRuns': 2, 'totalInningWickets': 0, 'predictions': None, 'batsmanStatText': {'statInfo': '0* (5b)', 'short': 'LM Reece 0* (5b)', 'long': 'Luis Reece 0* (5b)'}, 'bowlerStatText': {'short': 'GHS Garton 0.5-0-2-0', 'long': 'George Garton 0.5-0-2-0'}}, {'_uid': 46317271, 'id': 46317271, 'inningNumber': 2, 'ballsActual': None, 'ballsUnique': None, 'oversUnique': 0.08, 'oversActual': 0.6, 'overNumber': 1, 'ballNumber': 8, 'totalRuns': 1, 'batsmanRuns': 1, 'isFour': False, 'isSix': False, 'isWicket': False, 'dismissalType': None, 'byes': 0, 'legbyes': 0, 'wides': 0, 'noballs': 0, 'penalties': 0, 'wagonX': 279, 'wagonY': 108, 'wagonZone': 2, 'pitchLine': None, 'pitchLength': None, 'shotType': 'CUT_SHOT_ON_BACK_FOOT', 'shotControl': 1, 'timestamp': None, 'modified': '2024-07-14T15:05:01.000Z', 'batsmanPlayerId': 56774, 'bowlerPlayerId': 71379, 'outPlayerId': None, 'totalInningRuns': 3, 'totalInningWickets': 0, 'predictions': None, 'batsmanStatText': {'statInfo': '1* (6b)', 'short': 'LM Reece 1* (6b)', 'long': 'Luis Reece 1* (6b)'}, 'bowlerStatText': {'short': 'GHS Garton 1-0-3-0', 'long': 'George Garton 1-0-3-0'}}]",[]
1410370,1410479,106472,Zakary Foulkes,2,7,0,True,12,10,0,5.0,10.5,189,108,,[],[]
1410370,1410479,71379,George Garton,3,14,1,True,18,24,1,8.0,10.29,175,102,,[],[]
1410370,1410479,59957,Craig Miles,4,14,0,True,24,38,1,9.5,10.06,161,96,,[],[]
1410370,1410479,104560,Dan Mousley,5,10,0,True,30,48,1,9.6,10.06,151,90,,[],[]
1410370,1410479,106472,Zakary Foulkes,6,12,0,True,36,60,1,10.0,9.92,139,84,,[],[]
1410370,1410479,53296,Danny Briggs,7,6,1,True,42,66,2,9.42,10.23,133,78,,[],[]
1410370,1410479,62682,Jake Lintott,8,6,1,True,48,72,3,9.0,10.58,127,72,,[],[]
1410370,1410479,53296,Danny Briggs,9,10,0,True,54,82,3,9.11,10.63,117,66,,[],[]
1410370,1410479,59957,Craig Miles,10,4,0,True,60,86,3,8.6,11.3,113,60,,[],[]
1410370,1410479,105968,Jacob Bethell,11,16,0,True,66,102,3,9.27,10.77,97,54,,[],[]
1410370,1410479,62682,Jake Lintott,12,8,1,True,72,110,4,9.16,11.12,89,48,,[],[]
1410370,1410479,53296,Danny Briggs,13,4,1,True,78,114,5,8.76,12.14,85,42,,[],[]
1410370,1410479,104560,Dan Mousley,14,9,0,True,84,123,5,8.78,12.66,76,36,,[],[]
1410370,1410479,53296,Danny Briggs,15,4,1,True,90,127,6,8.46,14.4,72,30,,[],[]
1410370,1410479,62682,Jake Lintott,16,10,0,True,96,137,6,8.56,15.5,62,24,,[],[]
1410370,1410479,104560,Dan Mousley,17,4,1,True,102,141,7,8.29,19.33,58,18,,[],[]
1410370,1410479,106472,Zakary Foulkes,18,7,1,True,108,148,8,8.22,25.5,51,12,,[],[]
1410370,1410479,104560,Dan Mousley,19,6,0,True,114,154,8,8.1,45.0,45,6,,[],[]
1410370,1410479,59957,Craig Miles,20,0,2,False,114,154,10,8.1,0.0,45,0,,[],[]
1410370,1410401,71379,George Garton,1,4,1,True,6,4,1,4.0,0.0,0,114,,"[{'_uid': 46102655, 'id': 46102655, 'inningNumber': 1, 'ballsActual': None, 'ballsUnique': None, 'oversUnique': 0.01, 'oversActual': 0.1, 'overNumber': 1, 'ballNumber': 1, 'totalRuns': 0, 'batsmanRuns': 0, 'isFour': False, 'isSix': False, 'isWicket': False, 'dismissalType': None, 'byes': 0, 'legbyes': 0, 'wides': 0, 'noballs': 0, 'penalties': 0, 'wagonX': 155, 'wagonY': 200, 'wagonZone': 5, 'pitchLine': None, 'pitchLength': None, 'shotType': 'PUSH_SHOT', 'shotControl': 1, 'timestamp': None, 'modified': '2024-06-08T14:30:27.000Z', 'batsmanPlayerId': 63097, 'bowlerPlayerId': 71379, 'outPlayerId': None, 'totalInningRuns': 0, 'totalInningWickets': 0, 'predictions': None, 'batsmanStatText': {'statInfo': '0* (1b)', 'short': 'G Clark 0* (1b)', 'long': 'Graham Clark 0* (1b)'}, 'bowlerStatText': {'short': 'GHS Garton 0.1-0-0-0', 'long': 'George Garton 0.1-0-0-0'}}, {'_uid': 46102657, 'id': 46102657, 'inningNumber': 1, 'ballsActual': None, 'ballsUnique': None, 'oversUnique': 0.02, 'oversActual': 0.2, 'overNumber': 1, 'ballNumber': 2, 'totalRuns': 0, 'batsmanRuns': 0, 'isFour': False, 'isSix': False, 'isWicket': True, 'dismissalType': 1, 'byes': 0, 'legbyes': 0, 'wides': 0, 'noballs': 0, 'penalties': 0, 'wagonX': 226, 'wagonY': 199, 'wagonZone': 3, 'pitchLine': None, 'pitchLength': None, 'shotType': 'VERTICAL_FORWARD_ATTACK', 'shotControl': 1, 'timestamp': None, 'modified': '2024-06-08T14:32:30.000Z', 'batsmanPlayerId': 63097, 'bowlerPlayerId': 71379, 'outPlayerId': 63097, 'totalInningRuns': 0, 'totalInningWickets': 1, 'predictions': None, 'batsmanStatText': {'statInfo': '0 (2b)', 'short': 'G Clark 0 (2b)', 'long': 'Graham Clark 0 (2b)'}, 'bowlerStatText': {'short': 'GHS Garton 0.2-0-0-1', 'long': 'George Garton 0.2-0-0-1'}}, {'_uid': 46102659, 'id': 46102659, 'inningNumber': 1, 'ballsActual': None, 'ballsUnique': None, 'oversUnique': 0.03, 'oversActual': 0.3, 'overNumber': 1, 'ballNumber': 3, 'totalRuns': 0, 'batsmanRuns': 0, 'isFour': False, 'isSix': False, 'isWicket': False, 'dismissalType': None, 'byes': 0, 'legbyes': 0, 'wides': 0, 'noballs': 0, 'penalties': 0, 'wagonX': 174, 'wagonY': 169, 'wagonZone': 6, 'pitchLine': None, 'pitchLength': None, 'shotType': 'BACK_DEFENCE', 'shotControl': 1, 'timestamp': None, 'modified': '2024-06-08T14:32:30.000Z', 'batsmanPlayerId': 64531, 'bowlerPlayerId': 71379, 'outPlayerId': None, 'totalInningRuns': 0, 'totalInningWickets': 1, 'predictions': None, 'batsmanStatText': {'statInfo': '0* (1b)', 'short': 'DG Bedingham 0* (1b)', 'long': 'David Bedingham 0* (1b)'}, 'bowlerStatText': {'short': 'GHS Garton 0.3-0-0-1', 'long': 'George Garton 0.3-0-0-1'}}, {'_uid': 46102660, 'id': 46102660, 'inningNumber': 1, 'ballsActual': None, 'ballsUnique': None, 'oversUnique': 0.04, 'oversActual': 0.4, 'overNumber': 1, 'ballNumber': 4, 'totalRuns': 0, 'batsmanRuns': 0, 'isFour': False, 'isSix': False, 'isWicket': False, 'dismissalType': None, 'byes': 0, 'legbyes': 0, 'wides': 0, 'noballs': 0, 'penalties': 0, 'wagonX': 180, 'wagonY': 125, 'wagonZone': 8, 'pitchLine': None, 'pitchLength': None, 'shotType': 'FORWARD_DEFENCE', 'shotControl': 1, 'timestamp': None, 'modified': '2024-06-08T14:32:48.000Z', 'batsmanPlayerId': 64531, 'bowlerPlayerId': 71379, 'outPlayerId': None, 'totalInningRuns': 0, 'totalInningWickets': 1, 'predictions': None, 'batsmanStatText': {'statInfo': '0* (2b)', 'short': 'DG Bedingham 0* (2b)', 'long': 'David Bedingham 0* (2b)'}, 'bowlerStatText': {'short': 'GHS Garton 0.4-0-0-1', 'long': 'George Garton 0.4-0-0-1'}}, {'_uid': 46102662, 'id': 46102662, 'inningNumber': 1, 'ballsActual': None, 'ballsUnique': None, 'oversUnique': 0.05, 'oversActual': 0.5, 'overNumber': 1, 'ballNumber': 5, 'totalRuns': 0, 'batsmanRuns': 0, 'isFour': False, 'isSix': False, 'isWicket': False, 'dismissalType': None, 'byes': 0, 'legbyes': 0, 'wides': 0, 'noballs': 0, 'penalties': 0, 'wagonX': 210, 'wagonY': 152, 'wagonZone': 2, 'pitchLine': None, 'pitchLength': None, 'shotType': 'FORWARD_DEFENCE', 'shotControl': 1, 'timestamp': None, 'modified': '2024-06-08T14:33:54.000Z', 'batsmanPlayerId': 64531, 'bowlerPlayerId': 71379, 'outPlayerId': None, 'totalInningRuns': 0, 'totalInningWickets': 1, 'predictions': None, 'batsmanStatText': {'statInfo': '0* (3b)', 'short': 'DG Bedingham 0* (3b)', 'long': 'David Bedingham 0* (3b)'}, 'bowlerStatText': {'short': 'GHS Garton 0.5-0-0-1', 'long': 'George Garton 0.5-0-0-1'}}, {'_uid': 46102663, 'id': 46102663, 'inningNumber': 1, 'ballsActual': None, 'ballsUnique': None, 'oversUnique': 0.06, 'oversActual': 0.6, 'overNumber': 1, 'ballNumber': 6, 'totalRuns': 4, 'batsmanRuns': 4, 'isFour': True, 'isSix': False, 'isWicket': False, 'dismissalType': None, 'byes': 0, 'legbyes': 0, 'wides': 0, 'noballs': 0, 'penalties': 0, 'wagonX': 342, 'wagonY': 247, 'wagonZone': 3, 'pitchLine': None, 'pitchLength': None, 'shotType': 'VERTICAL_FORWARD_ATTACK', 'shotControl': 1, 'timestamp': None, 'modified': '2024-06-08T14:35:17.000Z', 'batsmanPlayerId': 64531, 'bowlerPlayerId': 71379, 'outPlayerId': None, 'totalInningRuns': 4, 'totalInningWickets': 1, 'predictions': None, 'batsmanStatText': {'statInfo': '4* (4b)', 'short': 'DG Bedingham 4* (4b 1x4)', 'long': 'David Bedingham 4* (4b 1x4)'}, 'bowlerStatText': {'short': 'GHS Garton 1-0-4-1', 'long': 'George Garton 1-0-4-1'}}]",[]
1410370,1410401,72719,Hasan Ali,2,6,0,True,12,10,1,5.0,0.0,0,108,,[],[]
1410370,1410401,71379,George Garton,3,19,0,True,18,29,1,9.66,0.0,0,102,,[],[]
1410370,1410401,53296,Danny Briggs,4,11,0,True,24,40,1,10.0,0.0,0,96,,[],[]
1410370,1410401,79145,Aamer Jamal,5,25,0,True,30,65,1,13.0,0.0,0,90,,[],[]
1410370,1410401,104560,Dan Mousley,6,3,1,True,36,68,2,11.33,0.0,0,84,,[],[]
1410370,1410401,62682,Jake Lintott,7,10,1,True,42,78,3,11.14,0.0,0,78,,[],[]
1410370,1410401,53296,Danny Briggs,8,2,0,True,48,80,3,10.0,0.0,0,72,,[],[]
1410370,1410401,62682,Jake Lintott,9,8,0,True,54,88,3,9.77,0.0,0,66,,[],[]
1410370,1410401,105968,Jacob Bethell,10,10,0,True,60,98,3,9.8,0.0,0,60,,[],[]
1410370,1410401,104560,Dan Mousley,11,11,0,True,66,109,3,9.9,0.0,0,54,,[],[]
1410370,1410401,53296,Danny Briggs,12,13,0,True,72,122,3,10.16,0.0,0,48,,[],[]
1410370,1410401,62682,Jake Lintott,13,14,1,True,78,136,4,10.46,0.0,0,42,,[],[]
1410370,1410401,72719,Hasan Ali,14,12,0,True,84,148,4,10.57,0.0,0,36,,[],[]
1410370,1410401,104560,Dan Mousley,15,4,1,True,90,152,5,10.13,0.0,0,30,,[],[]
1410370,1410401,71379,George Garton,16,4,1,True,96,156,6,9.75,0.0,0,24,,[],[]
1410370,1410401,72719,Hasan Ali,17,9,1,True,102,165,7,9.7,0.0,0,18,,[],[]
1410370,1410401,104560,Dan Mousley,18,7,0,True,108,172,7,9.55,0.0,0,12,,[],[]
1410370,1410401,72719,Hasan Ali,19,8,0,True,114,180,7,9.47,0.0,0,6,,[],[]
1410370,1410401,71379,George Garton,20,14,2,True,120,194,9,9.7,0.0,0,0,,[],[]
