seriesId,matchId,playerId,playerLongName,playerBattingStyles,playerRoleType,battedType,runs,balls,minutes,fours,sixes,strikerate,isOut,fowOrder,fowWicketNum,fowRuns,fowOvers,fowOverNumber,dismissalType.1,bowlerId,bowlerLongName,bowlingStyles
1410370,1410434,49309,Dawid Malan,lhb,C,yes,7.0,8.0,14.0,0.0,0.0,87.5,True,0.0,1.0,35.0,3.4,4.0,1.0,92339.0,George Drissell,ob
1410370,1410434,52656,Joe Root,rhb,P,yes,20.0,13.0,12.0,1.0,1.0,153.84,True,1.0,2.0,60.0,6.5,7.0,1.0,62510.0,Ben Raine,rmf
1410370,1410434,109436,William Luxton,rhb,P,yes,33.0,18.0,17.0,1.0,3.0,183.33,True,2.0,3.0,113.0,11.3,12.0,2.0,76795.0,Nathan Sowter,lb
1410370,1410434,74477,Donovan Ferreira,rhb,WK,yes,21.0,19.0,26.0,0.0,1.0,110.52,True,5.0,6.0,152.0,17.3,18.0,4.0,72565.0,Ben Dwarshuis,lfm
1410370,1410434,77267,Jordan Thompson,lhb,P,yes,1.0,3.0,3.0,0.0,0.0,33.33,True,4.0,5.0,130.0,15.2,16.0,1.0,76795.0,Nathan Sowter,lb
1410370,1410434,100447,George Hill,rhb,P,yes,15.0,12.0,21.0,1.0,1.0,125.0,False,,,,,,12.0,,,
1410370,1410434,71499,Dom Bess,rhb,P,yes,7.0,5.0,9.0,1.0,0.0,140.0,True,6.0,7.0,166.0,19.3,20.0,1.0,72565.0,Ben Dwarshuis,lfm
1410370,1410434,79851,Conor McKerr,rhb,P,yes,1.0,2.0,3.0,0.0,0.0,50.0,False,,,,,,12.0,,,
1410370,1410434,102861,Jafer Chohan,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410434,88645,Dan Moriarty,lhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410394,69874,Eddie Byrom,lhb,P,yes,0.0,5.0,4.0,0.0,0.0,0.0,True,0.0,1.0,0.0,0.5,1.0,2.0,80807.0,Daniel Sams,lfm
1410370,1410394,76487,Kiran Carlson,rhb,C,yes,36.0,32.0,42.0,2.0,2.0,112.5,True,2.0,3.0,77.0,11.1,12.0,1.0,77727.0,Matt Critchley,lb
1410370,1410394,49473,Sam Northeast,rhb,P,yes,5.0,7.0,12.0,0.0,0.0,71.42,True,1.0,2.0,14.0,3.5,4.0,1.0,73615.0,Shane Snater,rfm
1410370,1410394,78285,Marnus Labuschagne,rhb,P,yes,34.0,27.0,31.0,6.0,0.0,125.92,True,3.0,4.0,84.0,12.2,13.0,1.0,83963.0,Paul Walter,lm
1410370,1410394,48155,Colin Ingram,lhb,P,yes,52.0,29.0,36.0,7.0,2.0,179.31,True,7.0,8.0,160.0,19.4,20.0,1.0,80807.0,Daniel Sams,lfm
1410370,1410394,58961,Chris Cooke,rhb,WK,yes,18.0,13.0,17.0,1.0,1.0,138.46,True,4.0,5.0,132.0,17.1,18.0,1.0,80807.0,Daniel Sams,lfm
1410370,1410394,82967,Dan Douthwaite,rhb,P,yes,3.0,4.0,5.0,0.0,0.0,75.0,True,5.0,6.0,137.0,18.1,19.0,1.0,83963.0,Paul Walter,lm
1410370,1410394,55246,Timm van der Gugten,rhb,P,yes,1.0,2.0,4.0,0.0,0.0,50.0,True,6.0,7.0,148.0,18.6,19.0,1.0,83963.0,Paul Walter,lm
1410370,1410394,76481,Andy Gorvin,rhb,P,yes,0.0,0.0,5.0,0.0,0.0,0.0,False,,,,,,12.0,,,
1410370,1410394,72035,Mason Crane,rhb,P,yes,6.0,2.0,1.0,1.0,0.0,300.0,False,,,,,,12.0,,,
1410370,1410394,76589,Jamie McIlroy,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410394,62460,Adam Rossington,rhb,WK,yes,48.0,24.0,31.0,4.0,3.0,200.0,True,1.0,2.0,90.0,7.4,8.0,1.0,78285.0,Marnus Labuschagne,lb
1410370,1410394,49044,Dean Elgar,lhb,P,yes,14.0,11.0,16.0,2.0,0.0,127.27,True,0.0,1.0,43.0,4.1,5.0,2.0,76589.0,Jamie McIlroy,lfm
1410370,1410394,77433,Michael Pepper,rhb,P,yes,31.0,14.0,20.0,4.0,2.0,221.42,True,3.0,4.0,100.0,8.6,9.0,2.0,72035.0,Mason Crane,lbg
1410370,1410394,99309,Jordan Cox,rhb,P,yes,3.0,4.0,3.0,0.0,0.0,75.0,True,2.0,3.0,93.0,8.3,9.0,1.0,72035.0,Mason Crane,lbg
1410370,1410394,83963,Paul Walter,lhb,P,yes,3.0,3.0,4.0,0.0,0.0,100.0,True,4.0,5.0,102.0,9.2,10.0,1.0,78285.0,Marnus Labuschagne,lb
1410370,1410394,77727,Matt Critchley,rhb,P,yes,1.0,3.0,7.0,0.0,0.0,33.33,True,6.0,7.0,106.0,10.4,11.0,2.0,72035.0,Mason Crane,lbg
1410370,1410394,80807,Daniel Sams,rhb,P,yes,2.0,4.0,3.0,0.0,0.0,50.0,True,5.0,6.0,105.0,10.1,11.0,1.0,72035.0,Mason Crane,lbg
1410370,1410394,61484,Simon Harmer,rhb,C,yes,8.0,7.0,9.0,1.0,0.0,114.28,True,7.0,8.0,123.0,12.4,13.0,1.0,78285.0,Marnus Labuschagne,lb
1410370,1410394,109418,Luc Benkenstein,rhb,P,yes,35.0,21.0,29.0,4.0,1.0,166.66,False,,,,,,12.0,,,
1410370,1410394,73615,Shane Snater,rhb,P,yes,20.0,21.0,21.0,3.0,0.0,95.23,False,,,,,,12.0,,,
1410370,1410394,83649,Aaron Beard,lhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410428,52122,James Vince,rhb,C,yes,15.0,15.0,19.0,0.0,1.0,100.0,True,1.0,2.0,31.0,4.1,5.0,1.0,73615.0,Shane Snater,rfm
1410370,1410428,70392,Ben McDermott,rhb,WK,yes,15.0,9.0,16.0,1.0,1.0,166.66,True,0.0,1.0,31.0,3.5,4.0,1.0,97387.0,Ben Allison,rfm
1410370,1410428,102534,Fletcha Middleton,rhb,P,yes,18.0,18.0,25.0,1.0,1.0,100.0,True,2.0,3.0,78.0,10.2,11.0,1.0,83963.0,Paul Walter,lm
1410370,1410428,76849,Joe Weatherley,rhb,P,yes,48.0,38.0,46.0,4.0,0.0,126.31,True,5.0,6.0,117.0,16.4,17.0,3.0,97387.0,Ben Allison,rfm
1410370,1410428,109386,Toby Albert,rhb,P,yes,10.0,6.0,8.0,0.0,1.0,166.66,True,3.0,4.0,96.0,12.1,13.0,1.0,77727.0,Matt Critchley,lb
1410370,1410428,48563,Benny Howell,rhb,P,yes,5.0,10.0,12.0,0.0,0.0,50.0,True,4.0,5.0,113.0,15.2,16.0,3.0,77727.0,Matt Critchley,lb
1410370,1410428,62177,James Fuller,rhb,P,yes,39.0,16.0,20.0,1.0,5.0,243.75,False,,,,,,12.0,,,
1410370,1410428,58276,Michael Neser,rhb,P,yes,12.0,7.0,10.0,2.0,0.0,171.42,True,6.0,7.0,149.0,18.5,19.0,1.0,97387.0,Ben Allison,rfm
1410370,1410428,53310,Chris Wood,rhb,P,yes,0.0,1.0,5.0,0.0,0.0,0.0,False,,,,,,12.0,,,
1410370,1410428,79841,Brad Wheal,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410428,109408,John Turner,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410428,62460,Adam Rossington,rhb,WK,yes,18.0,8.0,13.0,1.0,2.0,225.0,True,0.0,1.0,31.0,2.6,3.0,1.0,58276.0,Michael Neser,rmf
1410370,1410428,49044,Dean Elgar,lhb,P,yes,60.0,44.0,66.0,7.0,1.0,136.36,False,,,,,,12.0,,,
1410370,1410428,77433,Michael Pepper,rhb,P,yes,44.0,24.0,31.0,2.0,3.0,183.33,True,1.0,2.0,111.0,10.5,11.0,1.0,53310.0,Chris Wood,lmf
1410370,1410428,99309,Jordan Cox,rhb,P,yes,45.0,25.0,24.0,5.0,2.0,180.0,False,,,,,,12.0,,,
1410370,1410428,83963,Paul Walter,lhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410428,77727,Matt Critchley,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410428,112106,Charlie Allison,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410428,61484,Simon Harmer,rhb,C,DNB,,,,,,,False,,,,,,,,,
1410370,1410428,109418,Luc Benkenstein,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410428,73615,Shane Snater,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410428,97387,Ben Allison,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410461,62460,Adam Rossington,rhb,WK,yes,36.0,21.0,24.0,4.0,2.0,171.42,True,0.0,1.0,50.0,5.6,6.0,1.0,90761.0,Nathan Gilchrist,rfm
1410370,1410461,49044,Dean Elgar,lhb,P,yes,33.0,33.0,44.0,2.0,0.0,100.0,True,1.0,2.0,101.0,11.2,12.0,1.0,71869.0,Matt Parkinson,lb
1410370,1410461,77433,Michael Pepper,rhb,P,yes,34.0,20.0,31.0,4.0,1.0,170.0,True,2.0,3.0,116.0,13.4,14.0,1.0,71869.0,Matt Parkinson,lb
1410370,1410461,83963,Paul Walter,lhb,P,yes,46.0,27.0,37.0,1.0,3.0,170.37,False,,,,,,12.0,,,
1410370,1410461,77727,Matt Critchley,rhb,P,yes,31.0,19.0,27.0,2.0,2.0,163.15,False,,,,,,12.0,,,
1410370,1410461,102602,Robin Das,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410461,112106,Charlie Allison,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410461,61484,Simon Harmer,rhb,C,DNB,,,,,,,False,,,,,,,,,
1410370,1410461,74505,Eathan Bosch,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410461,73615,Shane Snater,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410461,77419,Sam Cook,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410461,109384,Tawanda Muyeye,rhb,P,yes,73.0,49.0,51.0,7.0,3.0,148.97,True,3.0,4.0,126.0,14.2,15.0,1.0,73615.0,Shane Snater,rfm
1410370,1410461,60574,Daniel Bell-Drummond,rhb,P,yes,1.0,7.0,10.0,0.0,0.0,14.28,True,0.0,1.0,10.0,2.6,3.0,1.0,74505.0,Eathan Bosch,rf
1410370,1410461,77339,Marcus O'Riordan,rhb,P,yes,33.0,17.0,26.0,2.0,2.0,194.11,True,1.0,2.0,95.0,10.1,11.0,1.0,73615.0,Shane Snater,rfm
1410370,1410461,52241,Sam Billings,rhb,CWK,yes,12.0,10.0,12.0,1.0,0.0,120.0,True,2.0,3.0,120.0,13.2,14.0,1.0,61484.0,Simon Harmer,ob
1410370,1410461,100594,Joey Evison,rhb,P,yes,19.0,17.0,26.0,1.0,0.0,111.76,False,,,,,,12.0,,,
1410370,1410461,65409,Jack Leaning,rhb,P,yes,14.0,12.0,13.0,1.0,0.0,116.66,True,4.0,5.0,151.0,17.4,18.0,1.0,77419.0,Sam Cook,rmf
1410370,1410461,65138,Harry Finch,rhb,P,yes,4.0,8.0,9.0,0.0,0.0,50.0,False,,,,,,12.0,,,
1410370,1410461,70825,Tom Rogers,lhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410461,97381,Grant Stewart,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410461,71869,Matt Parkinson,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410461,90761,Nathan Gilchrist,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410385,70939,Stephen Eskinazi,rhb,C,yes,1.0,2.0,4.0,0.0,0.0,50.0,True,0.0,1.0,5.0,1.1,2.0,1.0,83649.0,Aaron Beard,rfm
1410370,1410385,71287,Martin Andersson,rhb,P,yes,49.0,31.0,37.0,5.0,3.0,158.06,True,2.0,3.0,93.0,10.2,11.0,1.0,109418.0,Luc Benkenstein,lb
1410370,1410385,67902,Ryan Higgins,rhb,P,yes,27.0,23.0,25.0,2.0,1.0,117.39,True,1.0,2.0,71.0,7.6,8.0,5.0,77727.0,Matt Critchley,lb
1410370,1410385,71289,Max Holden,lhb,P,yes,85.0,42.0,49.0,8.0,5.0,202.38,False,,,,,,12.0,,,
1410370,1410385,98572,Joe Cracknell,rhb,P,yes,22.0,12.0,20.0,2.0,1.0,183.33,True,3.0,4.0,155.0,15.3,16.0,1.0,83963.0,Paul Walter,lm
1410370,1410385,100497,Joshua De Caires,rhb,P,yes,0.0,1.0,1.0,0.0,0.0,0.0,True,4.0,5.0,156.0,15.4,16.0,2.0,83963.0,Paul Walter,lm
1410370,1410385,97255,Jack Davies,lhb,WK,yes,8.0,6.0,9.0,0.0,1.0,133.33,True,5.0,6.0,176.0,17.5,18.0,1.0,80807.0,Daniel Sams,lfm
1410370,1410385,97298,Luke Hollman,lhb,P,yes,2.0,3.0,7.0,0.0,0.0,66.66,True,6.0,7.0,192.0,19.2,20.0,1.0,80807.0,Daniel Sams,lfm
1410370,1410385,65145,Tom Helm,rhb,P,yes,1.0,1.0,3.0,0.0,0.0,100.0,False,,,,,,12.0,,,
1410370,1410385,99261,Blake Cullen,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410385,109451,Noah Cornwell,lhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410385,62460,Adam Rossington,rhb,WK,yes,10.0,8.0,6.0,0.0,1.0,125.0,True,0.0,1.0,14.0,1.3,2.0,1.0,65145.0,Tom Helm,rfm
1410370,1410385,49044,Dean Elgar,lhb,P,yes,32.0,21.0,33.0,3.0,2.0,152.38,True,1.0,2.0,97.0,8.1,9.0,1.0,100497.0,Joshua De Caires,ob
1410370,1410385,77433,Michael Pepper,rhb,P,yes,101.0,44.0,60.0,10.0,6.0,229.54,True,5.0,6.0,189.0,16.3,17.0,3.0,97298.0,Luke Hollman,lb
1410370,1410385,99309,Jordan Cox,rhb,P,yes,22.0,8.0,6.0,2.0,2.0,275.0,True,2.0,3.0,122.0,9.6,10.0,1.0,67902.0,Ryan Higgins,rmf
1410370,1410385,83963,Paul Walter,lhb,P,yes,2.0,7.0,12.0,0.0,0.0,28.57,True,3.0,4.0,148.0,12.4,13.0,1.0,97298.0,Luke Hollman,lb
1410370,1410385,77727,Matt Critchley,rhb,P,yes,16.0,11.0,13.0,0.0,2.0,145.45,True,4.0,5.0,181.0,15.6,16.0,1.0,99261.0,Blake Cullen,rfm
1410370,1410385,80807,Daniel Sams,rhb,P,yes,10.0,3.0,9.0,1.0,1.0,333.33,False,,,,,,12.0,,,
1410370,1410385,61484,Simon Harmer,rhb,C,yes,6.0,4.0,6.0,1.0,0.0,150.0,False,,,,,,12.0,,,
1410370,1410385,109418,Luc Benkenstein,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410385,97387,Ben Allison,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410385,83649,Aaron Beard,lhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410475,83741,Will Jacks,rhb,P,yes,86.0,46.0,61.0,6.0,5.0,186.95,True,5.0,6.0,153.0,15.5,16.0,1.0,61484.0,Simon Harmer,ob
1410370,1410475,65480,Dom Sibley,rhb,P,yes,12.0,12.0,14.0,2.0,0.0,100.0,True,0.0,1.0,34.0,3.3,4.0,3.0,73615.0,Shane Snater,rfm
1410370,1410475,49844,Laurie Evans,rhb,P,yes,13.0,10.0,14.0,2.0,0.0,130.0,True,1.0,2.0,64.0,6.3,7.0,2.0,77727.0,Matt Critchley,lb
1410370,1410475,59611,Rory Burns,lhb,WK,yes,3.0,4.0,5.0,0.0,0.0,75.0,True,2.0,3.0,69.0,7.3,8.0,2.0,61484.0,Simon Harmer,ob
1410370,1410475,72103,Sam Curran,lhb,P,yes,0.0,1.0,2.0,0.0,0.0,0.0,True,3.0,4.0,69.0,7.4,8.0,3.0,61484.0,Simon Harmer,ob
1410370,1410475,65029,Jamie Overton,rhb,P,yes,14.0,10.0,10.0,1.0,1.0,140.0,True,4.0,5.0,90.0,10.3,11.0,1.0,77727.0,Matt Critchley,lb
1410370,1410475,52462,Jordan Clark,rhb,P,yes,23.0,14.0,26.0,2.0,1.0,164.28,True,6.0,7.0,157.0,16.6,17.0,1.0,83963.0,Paul Walter,lm
1410370,1410475,51421,Chris Jordan,rhb,C,yes,3.0,6.0,9.0,0.0,0.0,50.0,True,7.0,8.0,158.0,17.1,18.0,1.0,77419.0,Sam Cook,rmf
1410370,1410475,70959,Cameron Steel,rhb,P,yes,14.0,8.0,14.0,1.0,1.0,175.0,False,,,,,,12.0,,,
1410370,1410475,109466,Tom Lawes,rhb,P,yes,12.0,8.0,9.0,0.0,1.0,150.0,True,8.0,9.0,175.0,18.5,19.0,1.0,83963.0,Paul Walter,lm
1410370,1410475,67526,Daniel Worrall,rhb,P,yes,1.0,2.0,5.0,0.0,0.0,50.0,False,,,,,,12.0,,,
1410370,1410475,62460,Adam Rossington,rhb,WK,yes,78.0,49.0,69.0,5.0,5.0,159.18,True,5.0,6.0,148.0,17.3,18.0,1.0,72103.0,Sam Curran,lmf
1410370,1410475,49044,Dean Elgar,lhb,P,yes,9.0,8.0,12.0,2.0,0.0,112.5,True,0.0,1.0,21.0,2.4,3.0,1.0,52462.0,Jordan Clark,rmf
1410370,1410475,77433,Michael Pepper,rhb,P,yes,27.0,18.0,28.0,3.0,1.0,150.0,True,1.0,2.0,87.0,9.1,10.0,1.0,70959.0,Cameron Steel,lb
1410370,1410475,112106,Charlie Allison,rhb,P,yes,2.0,5.0,4.0,0.0,0.0,40.0,True,2.0,3.0,89.0,9.6,10.0,2.0,70959.0,Cameron Steel,lb
1410370,1410475,83963,Paul Walter,lhb,P,yes,4.0,7.0,9.0,0.0,0.0,57.14,True,3.0,4.0,104.0,12.3,13.0,1.0,52462.0,Jordan Clark,rmf
1410370,1410475,77727,Matt Critchley,rhb,P,yes,7.0,5.0,8.0,1.0,0.0,140.0,True,4.0,5.0,124.0,14.1,15.0,1.0,51421.0,Chris Jordan,rfm
1410370,1410475,109418,Luc Benkenstein,rhb,P,yes,27.0,16.0,20.0,3.0,1.0,168.75,True,6.0,7.0,162.0,18.4,19.0,2.0,51421.0,Chris Jordan,rfm
1410370,1410475,61484,Simon Harmer,rhb,C,yes,4.0,5.0,9.0,0.0,0.0,80.0,True,7.0,8.0,164.0,18.6,19.0,1.0,51421.0,Chris Jordan,rfm
1410370,1410475,74505,Eathan Bosch,rhb,P,yes,8.0,5.0,7.0,1.0,0.0,160.0,False,,,,,,12.0,,,
1410370,1410475,73615,Shane Snater,rhb,P,yes,5.0,2.0,4.0,1.0,0.0,250.0,False,,,,,,12.0,,,
1410370,1410475,77419,Sam Cook,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410413,62460,Adam Rossington,rhb,CWK,yes,16.0,11.0,23.0,2.0,0.0,145.45,True,0.0,1.0,50.0,5.2,6.0,1.0,66104.0,Ollie Robinson,rmf
1410370,1410413,49044,Dean Elgar,lhb,P,yes,54.0,39.0,55.0,5.0,1.0,138.46,True,4.0,5.0,131.0,13.4,14.0,1.0,108145.0,James Coles,sla
1410370,1410413,77433,Michael Pepper,rhb,P,yes,51.0,26.0,23.0,2.0,4.0,196.15,True,1.0,2.0,114.0,11.4,12.0,1.0,78253.0,Nathan McAndrew,rmf
1410370,1410413,99309,Jordan Cox,rhb,P,yes,0.0,1.0,1.0,0.0,0.0,0.0,True,2.0,3.0,114.0,11.5,12.0,2.0,78253.0,Nathan McAndrew,rmf
1410370,1410413,83963,Paul Walter,lhb,P,yes,4.0,2.0,4.0,1.0,0.0,200.0,True,3.0,4.0,119.0,12.2,13.0,5.0,102230.0,Jack Carson,ob
1410370,1410413,80807,Daniel Sams,rhb,P,yes,11.0,13.0,19.0,1.0,0.0,84.61,True,6.0,7.0,150.0,16.5,17.0,1.0,78253.0,Nathan McAndrew,rmf
1410370,1410413,77727,Matt Critchley,rhb,P,yes,3.0,4.0,8.0,0.0,0.0,75.0,True,5.0,6.0,142.0,15.3,16.0,2.0,108145.0,James Coles,sla
1410370,1410413,109418,Luc Benkenstein,rhb,P,yes,12.0,7.0,8.0,1.0,1.0,171.42,True,7.0,8.0,158.0,17.2,18.0,2.0,66104.0,Ollie Robinson,rmf
1410370,1410413,73615,Shane Snater,rhb,P,yes,7.0,7.0,9.0,0.0,0.0,100.0,True,8.0,9.0,168.0,18.4,19.0,1.0,62490.0,Tymal Mills,lf
1410370,1410413,97387,Ben Allison,rhb,P,yes,11.0,7.0,12.0,2.0,0.0,157.14,False,,,,,,12.0,,,
1410370,1410413,83649,Aaron Beard,lhb,P,yes,1.0,4.0,6.0,0.0,0.0,25.0,False,,,,,,12.0,,,
1410370,1410413,83767,Harrison Ward,lhb,P,yes,68.0,36.0,44.0,8.0,3.0,188.88,True,1.0,2.0,137.0,10.5,11.0,1.0,97387.0,Ben Allison,rfm
1410370,1410413,67890,Daniel Hughes,lhb,P,yes,47.0,18.0,28.0,5.0,4.0,261.11,True,0.0,1.0,99.0,6.5,7.0,1.0,77727.0,Matt Critchley,lb
1410370,1410413,48347,John Simpson,lhb,WK,yes,45.0,28.0,35.0,4.0,2.0,160.71,False,,,,,,12.0,,,
1410370,1410413,108145,James Coles,rhb,P,yes,18.0,12.0,19.0,0.0,1.0,150.0,False,,,,,,12.0,,,
1410370,1410413,67878,Fynn Hudson-Prentice,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410413,70315,Tom Alsop,lhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410413,71117,Danny Lamb,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410413,78253,Nathan McAndrew,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410413,102230,Jack Carson,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410413,66104,Ollie Robinson,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410413,62490,Tymal Mills,rhb,C,DNB,,,,,,,False,,,,,,,,,
1410370,1410453,76487,Kiran Carlson,rhb,C,yes,11.0,12.0,12.0,0.0,1.0,91.66,True,1.0,2.0,15.0,2.5,3.0,1.0,97387.0,Ben Allison,rfm
1410370,1410453,103512,William Smale,rhb,P,yes,2.0,3.0,8.0,0.0,0.0,66.66,True,0.0,1.0,11.0,1.5,2.0,1.0,61484.0,Simon Harmer,ob
1410370,1410453,97887,Thomas Bevan,rhb,P,yes,23.0,19.0,27.0,1.0,2.0,121.05,True,2.0,3.0,64.0,8.1,9.0,1.0,77727.0,Matt Critchley,lb
1410370,1410453,78285,Marnus Labuschagne,rhb,P,yes,30.0,26.0,41.0,1.0,1.0,115.38,True,3.0,4.0,87.0,12.2,13.0,2.0,77727.0,Matt Critchley,lb
1410370,1410453,48155,Colin Ingram,lhb,P,yes,47.0,28.0,38.0,2.0,3.0,167.85,True,4.0,5.0,154.0,16.5,17.0,1.0,97387.0,Ben Allison,rfm
1410370,1410453,58961,Chris Cooke,rhb,WK,yes,38.0,18.0,32.0,2.0,3.0,211.11,True,6.0,7.0,172.0,19.1,20.0,1.0,83963.0,Paul Walter,lm
1410370,1410453,106382,Ben Kellaway,rhb,P,yes,11.0,9.0,9.0,1.0,0.0,122.22,True,5.0,6.0,170.0,18.5,19.0,3.0,97387.0,Ben Allison,rfm
1410370,1410453,82967,Dan Douthwaite,rhb,P,yes,3.0,2.0,7.0,0.0,0.0,150.0,False,,,,,,12.0,,,
1410370,1410453,55246,Timm van der Gugten,rhb,P,yes,8.0,3.0,2.0,2.0,0.0,266.66,True,7.0,8.0,180.0,19.4,20.0,2.0,83963.0,Paul Walter,lm
1410370,1410453,72035,Mason Crane,rhb,P,yes,0.0,1.0,2.0,0.0,0.0,0.0,False,,,,,,12.0,,,
1410370,1410453,72419,Chris Sole,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410453,62460,Adam Rossington,rhb,WK,yes,41.0,31.0,54.0,4.0,2.0,132.25,True,4.0,5.0,113.0,12.2,13.0,1.0,78285.0,Marnus Labuschagne,lb
1410370,1410453,49044,Dean Elgar,lhb,P,yes,4.0,4.0,5.0,1.0,0.0,100.0,True,0.0,1.0,5.0,0.6,1.0,3.0,55246.0,Timm van der Gugten,rfm
1410370,1410453,77433,Michael Pepper,rhb,P,yes,1.0,2.0,6.0,0.0,0.0,50.0,True,1.0,2.0,21.0,2.1,3.0,2.0,55246.0,Timm van der Gugten,rfm
1410370,1410453,102602,Robin Das,rhb,P,yes,6.0,3.0,4.0,1.0,0.0,200.0,True,2.0,3.0,27.0,2.4,3.0,1.0,55246.0,Timm van der Gugten,rfm
1410370,1410453,83963,Paul Walter,lhb,P,yes,53.0,33.0,38.0,6.0,3.0,160.6,True,3.0,4.0,110.0,11.4,12.0,1.0,82967.0,Dan Douthwaite,rmf
1410370,1410453,77727,Matt Critchley,rhb,P,yes,3.0,4.0,9.0,0.0,0.0,75.0,True,5.0,6.0,117.0,13.2,14.0,1.0,72035.0,Mason Crane,lbg
1410370,1410453,112106,Charlie Allison,rhb,P,yes,3.0,5.0,7.0,0.0,0.0,60.0,True,6.0,7.0,118.0,13.4,14.0,5.0,72035.0,Mason Crane,lbg
1410370,1410453,61484,Simon Harmer,rhb,C,yes,6.0,6.0,8.0,0.0,0.0,100.0,True,7.0,8.0,129.0,14.6,15.0,1.0,78285.0,Marnus Labuschagne,lb
1410370,1410453,109418,Luc Benkenstein,rhb,P,yes,8.0,6.0,12.0,1.0,0.0,133.33,True,8.0,9.0,141.0,16.5,17.0,1.0,78285.0,Marnus Labuschagne,lb
1410370,1410453,97387,Ben Allison,rhb,P,yes,17.0,15.0,16.0,0.0,2.0,113.33,True,9.0,10.0,156.0,18.5,19.0,2.0,72419.0,Chris Sole,rfm
1410370,1410453,83649,Aaron Beard,lhb,P,yes,5.0,5.0,9.0,0.0,0.0,100.0,False,,,,,,12.0,,,
1410370,1410429,76487,Kiran Carlson,rhb,C,yes,4.0,5.0,6.0,0.0,0.0,80.0,True,0.0,1.0,5.0,1.2,2.0,1.0,67746.0,Josh Shaw,rmf
1410370,1410429,49473,Sam Northeast,rhb,P,yes,46.0,42.0,81.0,4.0,1.0,109.52,False,,,,,,12.0,,,
1410370,1410429,78285,Marnus Labuschagne,rhb,P,yes,18.0,15.0,18.0,3.0,0.0,120.0,True,1.0,2.0,42.0,5.4,6.0,1.0,65053.0,Matt Taylor,lfm
1410370,1410429,48155,Colin Ingram,lhb,P,yes,25.0,24.0,25.0,4.0,0.0,104.16,True,2.0,3.0,76.0,11.4,12.0,1.0,65053.0,Matt Taylor,lfm
1410370,1410429,58961,Chris Cooke,rhb,WK,yes,0.0,1.0,2.0,0.0,0.0,0.0,True,3.0,4.0,76.0,11.5,12.0,1.0,65053.0,Matt Taylor,lfm
1410370,1410429,106382,Ben Kellaway,rhb,P,yes,4.0,5.0,5.0,1.0,0.0,80.0,True,4.0,5.0,81.0,12.5,13.0,1.0,59394.0,Marchant de Lange,rf
1410370,1410429,82967,Dan Douthwaite,rhb,P,yes,21.0,17.0,18.0,3.0,0.0,123.52,True,5.0,6.0,118.0,17.2,18.0,1.0,58730.0,Beau Webster,rm
1410370,1410429,55246,Timm van der Gugten,rhb,P,yes,17.0,11.0,11.0,1.0,1.0,154.54,False,,,,,,12.0,,,
1410370,1410429,72035,Mason Crane,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410429,76481,Andy Gorvin,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410429,76589,Jamie McIlroy,rhb,P,DNB,,,,,,,False,,,,,,,,,
1410370,1410429,62523,Miles Hammond,lhb,P,yes,12.0,9.0,13.0,1.0,1.0,133.33,True,1.0,2.0,16.0,2.5,3.0,2.0,76589.0,Jamie McIlroy,lfm
